coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': 73.0833, 'lat': -0.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 28.82, 'feels_like': 32.16, 'temp_min': 28.82, 'temp_max': 28.82, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 1.57, 'deg': 0, 'gust': 1.66}",{'all': 100},1710685318,"{'country': 'MV', 'sunrise': 1710637958, 'sunset': 1710681563}",18000,1282256,Hithadhoo,200,,
"{'lon': 131.25, 'lat': -0.8833}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 27.62, 'feels_like': 31.04, 'temp_min': 27.62, 'temp_max': 27.62, 'pressure': 1010, 'humidity': 79, 'sea_level': 1010, 'grnd_level': 1009}",10000.0,"{'speed': 3.05, 'deg': 16, 'gust': 4.36}",{'all': 79},1710685318,"{'country': 'ID', 'sunrise': 1710623999, 'sunset': 1710667608}",32400,1626542,Sorong,200,,
"{'lon': 60.5054, 'lat': 37.3834}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 20.37, 'feels_like': 19.4, 'temp_min': 20.37, 'temp_max': 20.37, 'pressure': 1017, 'humidity': 36, 'sea_level': 1017, 'grnd_level': 995}",10000.0,"{'speed': 5.48, 'deg': 320, 'gust': 8.08}",{'all': 88},1710685318,"{'country': 'TM', 'sunrise': 1710641155, 'sunset': 1710684402}",18000,1218239,Tejen,200,,
"{'lon': 12.1522, 'lat': -15.1961}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 28.23, 'feels_like': 30.17, 'temp_min': 28.23, 'temp_max': 28.23, 'pressure': 1007, 'humidity': 63, 'sea_level': 1007, 'grnd_level': 1005}",10000.0,"{'speed': 6, 'deg': 248, 'gust': 6.12}",{'all': 18},1710685318,"{'country': 'AO', 'sunrise': 1710652497, 'sunset': 1710696265}",3600,3347019,Mossamedes,200,,
"{'lon': 86.1167, 'lat': 19.9}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 27.87, 'feels_like': 31.49, 'temp_min': 27.87, 'temp_max': 28.22, 'pressure': 1012, 'humidity': 78, 'sea_level': 1012, 'grnd_level': 1012}",10000.0,"{'speed': 5.6, 'deg': 213, 'gust': 9.28}",{'all': 55},1710685318,"{'type': 2, 'id': 2092387, 'country': 'IN', 'sunrise': 1710634931, 'sunset': 1710678335}",19800,1266220,Konark,200,,
"{'lon': -60.3797, 'lat': -5.1206}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 24.35, 'feels_like': 25.43, 'temp_min': 24.35, 'temp_max': 24.35, 'pressure': 1013, 'humidity': 99, 'sea_level': 1013, 'grnd_level': 1008}",10000.0,"{'speed': 0.6, 'deg': 156, 'gust': 2.16}",{'all': 100},1710685061,"{'country': 'BR', 'sunrise': 1710669961, 'sunset': 1710713609}",-14400,3663142,Novo Aripuanã,200,,
"{'lon': -51.1, 'lat': 69.2167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': -17.99, 'feels_like': -17.99, 'temp_min': -17.99, 'temp_max': -17.99, 'pressure': 1016, 'humidity': 85}",10000.0,"{'speed': 0, 'deg': 0}",{'all': 40},1710685318,"{'type': 1, 'id': 165, 'country': 'GL', 'sunrise': 1710668103, 'sunset': 1710711013}",-7200,3423146,Ilulissat,200,,
"{'lon': 69.252, 'lat': 29.8962}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 19.69, 'feels_like': 18.34, 'temp_min': 19.69, 'temp_max': 19.69, 'pressure': 1016, 'humidity': 24, 'sea_level': 1016, 'grnd_level': 881}",10000.0,"{'speed': 3.28, 'deg': 233, 'gust': 4.32}",{'all': 0},1710685318,"{'country': 'PK', 'sunrise': 1710639022, 'sunset': 1710682337}",18000,1173464,Kohlu,200,,
"{'lon': -152.4072, 'lat': 57.79}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': -1.27, 'feels_like': -6.59, 'temp_min': -1.27, 'temp_max': -1.27, 'pressure': 1003, 'humidity': 74}",10000.0,"{'speed': 5.14, 'deg': 300}",{'all': 0},1710685318,"{'type': 1, 'id': 7668, 'country': 'US', 'sunrise': 1710692276, 'sunset': 1710735457}",-28800,5866583,Saint Paul Harbor,200,,
"{'lon': -82.5001, 'lat': 28.7505}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 23.03, 'feels_like': 23.5, 'temp_min': 21.01, 'temp_max': 24.3, 'pressure': 1014, 'humidity': 81}",10000.0,"{'speed': 4.63, 'deg': 260}",{'all': 75},1710685318,"{'type': 2, 'id': 2006964, 'country': 'US', 'sunrise': 1710675408, 'sunset': 1710718777}",-14400,4155751,Florida,200,,
"{'lon': 145.8556, 'lat': 44.0306}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': 0.76, 'feels_like': -6.24, 'temp_min': 0.76, 'temp_max': 0.76, 'pressure': 996, 'humidity': 70, 'sea_level': 996, 'grnd_level': 986}",43.0,"{'speed': 12.85, 'deg': 93, 'gust': 20.49}",{'all': 100},1710685222,"{'type': 2, 'id': 2087968, 'country': 'RU', 'sunrise': 1710707021, 'sunset': 1710750340}",36000,2119447,Yuzhno-Kurilsk,200,,{'1h': 0.65}
"{'lon': -109.9124, 'lat': 22.8909}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 19.15, 'feels_like': 18.95, 'temp_min': 14.61, 'temp_max': 19.73, 'pressure': 1001, 'humidity': 70}",10000.0,"{'speed': 2.09, 'deg': 6, 'gust': 2.07}",{'all': 7},1710685319,"{'type': 2, 'id': 2086657, 'country': 'MX', 'sunrise': 1710681961, 'sunset': 1710725380}",-25200,3985710,Cabo San Lucas,200,,
"{'lon': 109.4833, 'lat': 30.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 13.69, 'feels_like': 13.49, 'temp_min': 13.69, 'temp_max': 13.69, 'pressure': 1019, 'humidity': 91, 'sea_level': 1019, 'grnd_level': 929}",10000.0,"{'speed': 1.05, 'deg': 8, 'gust': 2.18}",{'all': 100},1710685022,"{'country': 'CN', 'sunrise': 1710629377, 'sunset': 1710672676}",28800,1811720,Enshi,200,,
"{'lon': -82.4331, 'lat': 49.4169}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': -2, 'feels_like': -7.18, 'temp_min': -2, 'temp_max': -1.95, 'pressure': 999, 'humidity': 93}",1207.0,"{'speed': 4.63, 'deg': 300}",{'all': 100},1710685319,"{'type': 1, 'id': 660, 'country': 'CA', 'sunrise': 1710675474, 'sunset': 1710718679}",-14400,5989403,Kapuskasing,200,,{'1h': 1}
"{'lon': 123.3677, 'lat': 13.3528}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 22.31, 'feels_like': 23.05, 'temp_min': 22.31, 'temp_max': 22.31, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 998}",10000.0,"{'speed': 1.06, 'deg': 67, 'gust': 1.18}",{'all': 0},1710685319,"{'country': 'PH', 'sunrise': 1710625965, 'sunset': 1710669425}",28800,1726156,Bato,200,,
"{'lon': 39.9086, 'lat': -16.2325}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 29.09, 'feels_like': 33.12, 'temp_min': 29.09, 'temp_max': 29.09, 'pressure': 1012, 'humidity': 71, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 5.09, 'deg': 179, 'gust': 6.37}",{'all': 21},1710685319,"{'country': 'MZ', 'sunrise': 1710645828, 'sunset': 1710689613}",7200,1052944,Angoche,200,,
"{'lon': 4.8333, 'lat': 9.1333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 43.22, 'feels_like': 43.33, 'temp_min': 43.22, 'temp_max': 43.22, 'pressure': 1004, 'humidity': 18, 'sea_level': 1004, 'grnd_level': 996}",10000.0,"{'speed': 1.61, 'deg': 117, 'gust': 3.09}",{'all': 65},1710685319,"{'country': 'NG', 'sunrise': 1710654381, 'sunset': 1710697893}",3600,2336251,Jebba,200,,
"{'lon': -52.8699, 'lat': 68.7098}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -20.17, 'feels_like': -26.2, 'temp_min': -20.17, 'temp_max': -20.17, 'pressure': 1018, 'humidity': 99, 'sea_level': 1018, 'grnd_level': 1018}",10000.0,"{'speed': 2.12, 'deg': 68, 'gust': 2.66}",{'all': 85},1710685319,"{'country': 'GL', 'sunrise': 1710668521, 'sunset': 1710711445}",-7200,3424901,Aasiaat,200,,
"{'lon': -114.0611, 'lat': 27.9769}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 13.98, 'feels_like': 13.42, 'temp_min': 13.98, 'temp_max': 13.98, 'pressure': 1016, 'humidity': 76, 'sea_level': 1016, 'grnd_level': 1016}",10000.0,"{'speed': 2.96, 'deg': 321, 'gust': 3.18}",{'all': 4},1710685319,"{'country': 'MX', 'sunrise': 1710682974, 'sunset': 1710726358}",-25200,4021858,Guerrero Negro,200,,
"{'lon': -39.2208, 'lat': -17.3411}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 30.68, 'feels_like': 35.66, 'temp_min': 30.68, 'temp_max': 30.68, 'pressure': 1013, 'humidity': 66, 'sea_level': 1013, 'grnd_level': 1011}",10000.0,"{'speed': 4.04, 'deg': 59, 'gust': 3.75}",{'all': 58},1710685181,"{'country': 'BR', 'sunrise': 1710664814, 'sunset': 1710708601}",-10800,3452483,Prado,200,,
"{'lon': -65.9761, 'lat': -26.073}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 23.53, 'feels_like': 23.92, 'temp_min': 23.53, 'temp_max': 23.53, 'pressure': 1011, 'humidity': 76, 'sea_level': 1011, 'grnd_level': 768}",10000.0,"{'speed': 4.51, 'deg': 40, 'gust': 4.2}",{'all': 57},1710685320,"{'country': 'AR', 'sunrise': 1710671177, 'sunset': 1710715079}",-10800,3863503,Cafayate,200,,
"{'lon': 40.2916, 'lat': 62.708}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': -4.3, 'feels_like': -9.02, 'temp_min': -4.3, 'temp_max': -4.3, 'pressure': 1018, 'humidity': 93, 'sea_level': 1018, 'grnd_level': 1003}",,"{'speed': 3.37, 'deg': 20, 'gust': 7.92}",{'all': 100},1710685062,"{'country': 'RU', 'sunrise': 1710646161, 'sunset': 1710689097}",10800,509026,Plesetsk,200,,{'1h': 0.48}
"{'lon': -108.2847, 'lat': 52.7834}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -8.95, 'feels_like': -15.95, 'temp_min': -10.89, 'temp_max': -8.95, 'pressure': 1030, 'humidity': 79}",10000.0,"{'speed': 7.2, 'deg': 130, 'gust': 10.29}",{'all': 100},1710685320,"{'type': 1, 'id': 913, 'country': 'CA', 'sunrise': 1710681684, 'sunset': 1710724876}",-21600,6089404,North Battleford,200,,
"{'lon': -50.2056, 'lat': -30.1811}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 26.06, 'feels_like': 26.06, 'temp_min': 26.06, 'temp_max': 26.06, 'pressure': 1012, 'humidity': 75, 'sea_level': 1012, 'grnd_level': 1012}",10000.0,"{'speed': 2.58, 'deg': 160, 'gust': 2.43}",{'all': 100},1710685063,"{'country': 'BR', 'sunrise': 1710667357, 'sunset': 1710711330}",-10800,3466165,Cidreira,200,,
"{'lon': 130.8333, 'lat': 47.5833}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': -7.87, 'feels_like': -14.87, 'temp_min': -7.87, 'temp_max': -7.87, 'pressure': 1017, 'humidity': 69, 'sea_level': 1017, 'grnd_level': 1004}",10000.0,"{'speed': 5.4, 'deg': 314, 'gust': 10.78}",{'all': 4},1710685320,"{'country': 'CN', 'sunrise': 1710624354, 'sunset': 1710667453}",28800,2037393,Fengxiang,200,,
"{'lon': -70.1979, 'lat': -22.092}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 23.29, 'feels_like': 23.42, 'temp_min': 23.29, 'temp_max': 23.29, 'pressure': 1012, 'humidity': 67, 'sea_level': 1012, 'grnd_level': 951}",10000.0,"{'speed': 3.95, 'deg': 204, 'gust': 3.83}",{'all': 31},1710685320,"{'country': 'CL', 'sunrise': 1710672219, 'sunset': 1710716063}",-10800,3869716,Tocopilla,200,,
"{'lon': 135.6, 'lat': 62.6667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -24.57, 'feels_like': -24.57, 'temp_min': -24.57, 'temp_max': -24.57, 'pressure': 1026, 'humidity': 99, 'sea_level': 1026, 'grnd_level': 1006}",10000.0,"{'speed': 1.06, 'deg': 3, 'gust': 1.04}",{'all': 95},1710685320,"{'country': 'RU', 'sunrise': 1710623340, 'sunset': 1710666179}",32400,2022773,Khandyga,200,,
"{'lon': -72.6459, 'lat': 2.5729}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 30.04, 'feels_like': 33.97, 'temp_min': 30.04, 'temp_max': 30.04, 'pressure': 1012, 'humidity': 65, 'sea_level': 1012, 'grnd_level': 987}",10000.0,"{'speed': 1.42, 'deg': 144, 'gust': 2.26}",{'all': 14},1710685320,"{'country': 'CO', 'sunrise': 1710672940, 'sunset': 1710716516}",-18000,3828545,San José del Guaviare,200,,
"{'lon': 18.957, 'lat': 69.6496}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': -2.99, 'feels_like': -9.99, 'temp_min': -2.99, 'temp_max': -2.99, 'pressure': 1018, 'humidity': 74}",10000.0,"{'speed': 8.23, 'deg': 180}",{'all': 75},1710685320,"{'type': 1, 'id': 1681, 'country': 'NO', 'sunrise': 1710651348, 'sunset': 1710694148}",3600,6453316,Tromsø,200,,
"{'lon': -72.0825, 'lat': 48.8833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -2.94, 'feels_like': -8.18, 'temp_min': -2.94, 'temp_max': -1.84, 'pressure': 998, 'humidity': 74, 'sea_level': 998, 'grnd_level': 979}",10000.0,"{'speed': 4.39, 'deg': 94, 'gust': 8.89}",{'all': 100},1710685320,"{'type': 1, 'id': 405, 'country': 'CA', 'sunrise': 1710672991, 'sunset': 1710716195}",-14400,6110611,Pont Rouge,200,,
"{'lon': -120.8529, 'lat': 56.2499}","[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",stations,"{'temp': -0.06, 'feels_like': -2.6, 'temp_min': -0.06, 'temp_max': -0.06, 'pressure': 1015, 'humidity': 93}",10000.0,"{'speed': 2.06, 'deg': 150}",{'all': 20},1710685071,"{'type': 1, 'id': 975, 'country': 'CA', 'sunrise': 1710684711, 'sunset': 1710727880}",-25200,5955960,Fort St. John,200,,
"{'lon': -51.1178, 'lat': -16.4419}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 29.42, 'feels_like': 33.06, 'temp_min': 29.42, 'temp_max': 29.42, 'pressure': 1014, 'humidity': 67, 'sea_level': 1014, 'grnd_level': 953}",10000.0,"{'speed': 2.79, 'deg': 337, 'gust': 3.33}",{'all': 91},1710685321,"{'country': 'BR', 'sunrise': 1710667676, 'sunset': 1710711449}",-10800,3461090,Iporá,200,,
"{'lon': 20.2656, 'lat': 39.5039}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 19.67, 'feels_like': 19.34, 'temp_min': 15.93, 'temp_max': 19.81, 'pressure': 1018, 'humidity': 63, 'sea_level': 1018, 'grnd_level': 997}",10000.0,"{'speed': 2.62, 'deg': 288, 'gust': 3.16}",{'all': 81},1710685082,"{'type': 1, 'id': 6622, 'country': 'GR', 'sunrise': 1710650812, 'sunset': 1710694056}",7200,261807,Igoumenitsa,200,,
"{'lon': 45.5779, 'lat': 20.4607}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 32.14, 'feels_like': 30.01, 'temp_min': 32.14, 'temp_max': 32.14, 'pressure': 1011, 'humidity': 18, 'sea_level': 1011, 'grnd_level': 941}",10000.0,"{'speed': 7.93, 'deg': 60, 'gust': 7.88}",{'all': 58},1710685321,"{'type': 1, 'id': 7436, 'country': 'SA', 'sunrise': 1710644657, 'sunset': 1710688064}",10800,108048,As Sulayyil,200,,
"{'lon': -67.9167, 'lat': -17.2333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 11.76, 'feels_like': 10.87, 'temp_min': 11.76, 'temp_max': 11.76, 'pressure': 1017, 'humidity': 72, 'sea_level': 1017, 'grnd_level': 635}",10000.0,"{'speed': 5.02, 'deg': 14, 'gust': 5.35}",{'all': 100},1710685321,"{'country': 'BO', 'sunrise': 1710671703, 'sunset': 1710715484}",-14400,3908339,Patacamaya,200,,
"{'lon': -174.35, 'lat': -19.8}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 26.79, 'feels_like': 30.33, 'temp_min': 26.79, 'temp_max': 26.79, 'pressure': 1004, 'humidity': 92, 'sea_level': 1004, 'grnd_level': 1004}",6125.0,"{'speed': 14.01, 'deg': 326, 'gust': 17.4}",{'all': 100},1710685321,"{'country': 'TO', 'sunrise': 1710783651, 'sunset': 1710827376}",46800,4032369,Pangai,200,{'1h': 2.35},
"{'lon': -159.3672, 'lat': 21.9789}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 18.65, 'feels_like': 18.61, 'temp_min': 17.58, 'temp_max': 19.64, 'pressure': 1016, 'humidity': 78}",10000.0,"{'speed': 7.72, 'deg': 40}",{'all': 100},1710685064,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1710693819, 'sunset': 1710737255}",-36000,5850248,Lihue,200,,
"{'lon': 80.8572, 'lat': 59.0556}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': -0.58, 'feels_like': -5.85, 'temp_min': -0.58, 'temp_max': -0.58, 'pressure': 1008, 'humidity': 97}",23.0,"{'speed': 5.36, 'deg': 246, 'gust': 12.07}",{'all': 100},1710685064,"{'type': 2, 'id': 2088003, 'country': 'RU', 'sunrise': 1710636413, 'sunset': 1710679377}",25200,1504382,Kargasok,200,,{'1h': 0.26}
"{'lon': 59.1844, 'lat': 33.7265}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 18.25, 'feels_like': 16.86, 'temp_min': 18.25, 'temp_max': 18.25, 'pressure': 1016, 'humidity': 28, 'sea_level': 1016, 'grnd_level': 837}",10000.0,"{'speed': 1.48, 'deg': 291, 'gust': 1.31}",{'all': 4},1710685321,"{'country': 'IR', 'sunrise': 1710641454, 'sunset': 1710684737}",12600,120694,Qā’en,200,,
"{'lon': 116.8463, 'lat': -20.7377}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 29.1, 'feels_like': 32.95, 'temp_min': 29.1, 'temp_max': 29.1, 'pressure': 1006, 'humidity': 70, 'sea_level': 1006, 'grnd_level': 1003}",10000.0,"{'speed': 2.85, 'deg': 53, 'gust': 3.94}",{'all': 100},1710685321,"{'country': 'AU', 'sunrise': 1710627328, 'sunset': 1710671191}",28800,6620339,Karratha,200,,
"{'lon': 163.0078, 'lat': 5.3248}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 27.71, 'feels_like': 30.73, 'temp_min': 27.71, 'temp_max': 27.71, 'pressure': 1009, 'humidity': 75, 'sea_level': 1009, 'grnd_level': 1007}",10000.0,"{'speed': 1.29, 'deg': 223, 'gust': 1.65}",{'all': 100},1710685322,"{'country': 'FM', 'sunrise': 1710702786, 'sunset': 1710746344}",39600,2081342,Tofol,200,{'1h': 0.88},
"{'lon': 26.9833, 'lat': 36.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 16.74, 'feels_like': 15.91, 'temp_min': 16.74, 'temp_max': 16.74, 'pressure': 1014, 'humidity': 55}",10000.0,"{'speed': 4.63, 'deg': 360}",{'all': 0},1710685048,"{'type': 1, 'id': 6618, 'country': 'GR', 'sunrise': 1710649190, 'sunset': 1710692454}",7200,261507,Kalymnos,200,,
"{'lon': 15.626, 'lat': 60.6036}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': -1.29, 'feels_like': -5.27, 'temp_min': -1.77, 'temp_max': 0.53, 'pressure': 1028, 'humidity': 65, 'sea_level': 1028, 'grnd_level': 1005}",10000.0,"{'speed': 3.25, 'deg': 41, 'gust': 4.97}",{'all': 14},1710685322,"{'type': 2, 'id': 2003246, 'country': 'SE', 'sunrise': 1710652049, 'sunset': 1710695046}",3600,2715459,Falun,200,,
"{'lon': 46.7218, 'lat': 47.5639}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 2.88, 'feels_like': 1, 'temp_min': 2.88, 'temp_max': 2.88, 'pressure': 1017, 'humidity': 97, 'sea_level': 1017, 'grnd_level': 1019}",,"{'speed': 1.91, 'deg': 18, 'gust': 3.03}",{'all': 100},1710685322,"{'country': 'RU', 'sunrise': 1710644512, 'sunset': 1710687660}",10800,481117,Tsagan Aman,200,,
"{'lon': 170.5036, 'lat': -45.8742}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 11.56, 'feels_like': 10.47, 'temp_min': 11.56, 'temp_max': 11.56, 'pressure': 1016, 'humidity': 65}",10000.0,"{'speed': 1.79, 'deg': 203, 'gust': 6.71}",{'all': 96},1710685065,"{'type': 2, 'id': 75281, 'country': 'NZ', 'sunrise': 1710700641, 'sunset': 1710744892}",46800,2191562,Dunedin,200,,
"{'lon': 6.2418, 'lat': 4.3151}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 29.74, 'feels_like': 35.6, 'temp_min': 29.74, 'temp_max': 29.74, 'pressure': 1007, 'humidity': 75, 'sea_level': 1007, 'grnd_level': 1007}",10000.0,"{'speed': 4.28, 'deg': 205, 'gust': 3.65}",{'all': 36},1710685322,"{'country': 'NG', 'sunrise': 1710654021, 'sunset': 1710697578}",3600,2346734,Twon-Brass,200,,
"{'lon': -72.2324, 'lat': 48.5168}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': -1.65, 'feels_like': -3.7, 'temp_min': -2.75, 'temp_max': -1.65, 'pressure': 998, 'humidity': 74}",10000.0,"{'speed': 1.54, 'deg': 60}",{'all': 100},1710685322,"{'type': 1, 'id': 901, 'country': 'CA', 'sunrise': 1710673025, 'sunset': 1710716233}",-14400,6125653,Roberval,200,,{'1h': 0.92}
"{'lon': 172.6333, 'lat': -43.5333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 11.03, 'feels_like': 10.41, 'temp_min': 6.93, 'temp_max': 13.28, 'pressure': 1022, 'humidity': 85}",10000.0,"{'speed': 2.06, 'deg': 240}",{'all': 20},1710685206,"{'type': 2, 'id': 2017931, 'country': 'NZ', 'sunrise': 1710700160, 'sunset': 1710744351}",46800,2192362,Christchurch,200,,
"{'lon': 147.1797, 'lat': -9.4431}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 25.61, 'feels_like': 26.52, 'temp_min': 25.61, 'temp_max': 25.61, 'pressure': 1009, 'humidity': 88, 'sea_level': 1009, 'grnd_level': 1006}",10000.0,"{'speed': 2.61, 'deg': 359, 'gust': 3.69}",{'all': 96},1710685322,"{'country': 'PG', 'sunrise': 1710706523, 'sunset': 1710750202}",36000,2088122,Port Moresby,200,,
"{'lon': 17.9379, 'lat': 62.6323}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 1, 'feels_like': -1.34, 'temp_min': -0.99, 'temp_max': 1, 'pressure': 1030, 'humidity': 59, 'sea_level': 1030, 'grnd_level': 1024}",10000.0,"{'speed': 2.04, 'deg': 61, 'gust': 2.46}",{'all': 32},1710685322,"{'type': 1, 'id': 1767, 'country': 'SE', 'sunrise': 1710651512, 'sunset': 1710694473}",3600,2707684,Härnösand,200,,
